jpeg-55,jpeg-75,jpeg-95
0.061125372,0.05382905,0.049855489
0.081550763,0.068895227,0.060562661
0.063774089,0.058478637,0.057244265
0.069315111,0.056395698,0.058455969
0.060495184,0.051086896,0.049814767
0.058234995,0.049162672,0.047793101
0.047589724,0.046269503,0.049311674
0.073033358,0.064921233,0.060916371
0.078017677,0.070577765,0.066280365
0.060575758,0.05334162,0.052600579
0.10076878,0.090542044,0.081949461
0.054456298,0.050423395,0.051363982
0.066960052,0.062136751,0.060377083
0.054131429,0.049111121,0.05048311
0.140530913,0.128423753,0.113153552
0.111516651,0.098694814,0.089707577
0.05297681,0.048399765,0.047342699
0.052117315,0.047216985,0.045384843
0.076058957,0.068796928,0.064506755
0.07550115,0.066255194,0.062578167
0.112775643,0.09650332,0.084723324
0.033149305,0.029409643,0.031281921
0.054258477,0.048448144,0.047383401
0.034310019,0.031508873,0.032782718
0.061069557,0.056979439,0.052169513
0.062648912,0.056722144,0.055061987
0.073166346,0.064365597,0.060878321
0.121909258,0.106073,0.096001561
0.06806914,0.061323737,0.061477624
0.052472599,0.046740329,0.048425281
0.09885695,0.086356986,0.082612528
0.075499058,0.06882742,0.067062873
0.063555953,0.057877524,0.058786006
0.045644504,0.042057341,0.043270925
0.090285626,0.07447401,0.067351638
0.044777532,0.04073085,0.040863743
0.038368669,0.034995014,0.037381487
0.06718983,0.066067721,0.065360989
0.166862615,0.147040748,0.134069256
0.143310308,0.133342624,0.119065456
0.10773937,0.103027852,0.099309333
0.084135584,0.0811866,0.088507423
0.080438861,0.074354153,0.07769863
0.137637411,0.129881605,0.121965835
0.097360372,0.094067376,0.093453538
0.065015024,0.061886284,0.058463473
0.227595832,0.207071454,0.16969572
0.091490169,0.087868806,0.0851764
0.098623335,0.091727261,0.087289794
0.084465707,0.080022431,0.073696488
0.182956123,0.169738482,0.151629375
0.183274832,0.159373441,0.130376739
0.200809032,0.172495743,0.139281609
0.177326169,0.164440876,0.158057741
0.081888452,0.080602377,0.080543442
0.12111157,0.112501652,0.099323095
0.109805864,0.104913515,0.104879871
0.145438825,0.137847319,0.141527116
0.091975575,0.08929048,0.092325946
0.108938914,0.099370006,0.088440913
0.080614962,0.075172196,0.06717683
0.085444451,0.078928828,0.080156309
0.131825944,0.120867918,0.107310613
0.088764045,0.084372123,0.077572822
0.106045183,0.102266648,0.096124102
0.097235662,0.094567263,0.091013163
0.10234432,0.092068963,0.089071177
0.056350976,0.052500804,0.051503193
0.067115901,0.06695474,0.069607127
0.107181783,0.093233339,0.086528399
0.158706516,0.144430646,0.135575133
0.147720209,0.136568477,0.138882254
0.133200935,0.124802176,0.124922108
0.143498685,0.138086361,0.138940476
0.067089153,0.060398579,0.05971177
0.160297463,0.13929909,0.125947244
0.117471187,0.10548923,0.100818772
0.034705552,0.031754612,0.037084456
0.06584727,0.059453154,0.058571018
0.053324397,0.042210789,0.045116263
0.108628395,0.107132255,0.119166679
0.058601689,0.055793825,0.057486246
0.075804869,0.069618993,0.066477985
0.033480701,0.031315755,0.032667024
0.035316427,0.033297676,0.032971297
0.032884783,0.030428527,0.031034524
0.05429743,0.048025213,0.045490449
0.046269905,0.042497384,0.041648861
0.054175555,0.050686198,0.049065848
0.074376051,0.067035637,0.062899256
0.043334747,0.038127925,0.036881004
0.075914465,0.068858808,0.060152182
0.048792812,0.045384141,0.046315523
0.051358665,0.049056369,0.048397496
0.034250748,0.03172633,0.031908848
0.036804114,0.034795559,0.035836127
0.042046607,0.039547075,0.040545689
0.055015955,0.051434413,0.047984418
0.044604457,0.041409622,0.041111643
0.05679194,0.049240237,0.046703417
0.085464619,0.070903172,0.061001674
0.082740261,0.075274484,0.067556148
0.099693947,0.083507809,0.068656913
0.091517326,0.079173939,0.064953556
0.093938136,0.081298036,0.072848321
0.085105992,0.073405837,0.066121072
0.073014939,0.064791446,0.0602581
0.09284696,0.079682946,0.070159896
0.101087553,0.085574525,0.073429397
0.078655827,0.070559881,0.059887844
0.071651611,0.060884024,0.054159523
0.088362283,0.0774409,0.066750289
0.066986629,0.060744874,0.055768479
0.109006936,0.098126047,0.083582347
0.092391206,0.080462124,0.070335793
0.092518811,0.084337738,0.073408263
0.092927006,0.080805265,0.070692625
0.058010978,0.052525431,0.047219731
0.093640749,0.076805034,0.06833162
0.056452043,0.049269914,0.044679271
0.124029056,0.104866775,0.085067657
0.10343168,0.089965229,0.079452586
0.101063485,0.091778725,0.081527496
0.11362601,0.094482383,0.08019979
0.129773096,0.107562884,0.091039569
0.110478318,0.095623149,0.085190902
0.131896673,0.111862702,0.092252953
0.085662143,0.074119825,0.060363198
0.090563896,0.074532527,0.060503917
0.076339801,0.066220713,0.059741442
0.09242911,0.080099306,0.065349264
0.053663495,0.046629694,0.040927133
0.052461166,0.046258194,0.041567275
0.042260051,0.038614866,0.04028191
0.04842016,0.04341746,0.039734655
0.071165611,0.058976381,0.053885707
0.067690446,0.05792915,0.051491013
0.075099217,0.065815924,0.055487081
0.061862491,0.055814087,0.049416807
0.086349199,0.075486542,0.06390036
0.055603361,0.048606238,0.046504761
0.040045933,0.038338403,0.038124837
0.068485368,0.060199396,0.053562031
0.0900879,0.079328368,0.06613815
0.112823462,0.090295492,0.072943089
0.216202113,0.188961552,0.153780806
0.107008089,0.086424936,0.073803583
0.082151695,0.068735046,0.058601299
0.079823508,0.072773527,0.069239093
0.081285466,0.072072607,0.066345077
0.066526537,0.059162154,0.053289814
0.076580971,0.066472187,0.057178394
0.074265754,0.067743401,0.058991979
0.082534508,0.073596593,0.064733175
0.08305324,0.072845301,0.06054734
0.07960889,0.070203524,0.06097651
0.067950741,0.05984832,0.052954876
0.064281806,0.056705812,0.049918432
0.074019209,0.060695727,0.053965988
0.051846975,0.048286029,0.045915836
0.042229415,0.037346301,0.037269502
0.056629379,0.050296646,0.046714876
0.057667619,0.053194126,0.048365778
0.052354721,0.047446298,0.04488978
0.05797649,0.051380858,0.045660932
0.052430763,0.046620961,0.042480263
0.104871536,0.089519772,0.075719115
0.084172937,0.074634602,0.067328563
0.089269214,0.078700297,0.070980952
0.101087229,0.088003098,0.072056801
0.090318693,0.075806504,0.067745876
0.112016642,0.094606264,0.076713263
0.098711659,0.085920394,0.075477492
0.050583626,0.046254547,0.044304262
0.07338151,0.059948444,0.051164028
0.111392139,0.100816988,0.092071787
0.076369596,0.067262365,0.060181825
0.05174327,0.046969817,0.046853038
0.047811403,0.043252391,0.041612773
0.107157242,0.093385777,0.07918592
0.098480094,0.086495457,0.072047344
0.076153557,0.066633783,0.060583788
0.0749065,0.065423969,0.056302543
0.062432473,0.0567972,0.052120765
0.123659259,0.0996056,0.079575403
0.114882185,0.096533895,0.08116874
0.078644543,0.070918125,0.060374844
0.052901072,0.047354222,0.044940339
0.056919995,0.052618972,0.049708051
0.064487569,0.06020129,0.056141128
0.066822248,0.062905376,0.057815482
0.083049874,0.071136595,0.060442024
0.103627376,0.094036755,0.084144651
0.040934642,0.037084677,0.037453606
0.047255235,0.042851732,0.039780034
0.063086254,0.056473742,0.049746007
0.050595538,0.045974649,0.043086442
0.040405984,0.03841701,0.038451674
0.035970611,0.032866819,0.033727982
0.028319661,0.024813514,0.024660528
0.038585593,0.033294585,0.031257282
0.099414109,0.083160307,0.06950077
0.062914475,0.056617014,0.04964866
0.053229665,0.048689772,0.044893553
0.060915221,0.053983168,0.049606243
0.08107255,0.080000372,0.081710901
0.081034773,0.078755728,0.082489881
0.093100559,0.08665559,0.088033069
0.049762195,0.046341379,0.046455246
0.103633803,0.091088558,0.090138099
0.076453836,0.072207049,0.070460698
0.112780976,0.10258907,0.102100068
0.085315031,0.076791352,0.081397273
0.080009124,0.074463203,0.072497806
0.050803348,0.04681355,0.046104687
0.059867764,0.057648507,0.057328277
0.054912731,0.050772058,0.051374877
0.056811268,0.051977622,0.05275463
0.095602854,0.087759523,0.08870832
0.100065538,0.089634469,0.08989871
0.123057643,0.109988248,0.104416176
0.141493044,0.133452256,0.135999153
0.129486911,0.120063273,0.119477699
0.149548651,0.137511476,0.136939747
0.09945755,0.09469125,0.095152928
0.097252902,0.089322912,0.091196404
0.145345871,0.131362737,0.132703054
0.152440288,0.139529623,0.140054691
0.150271921,0.138201833,0.1355121
0.147119488,0.140538889,0.139800777
0.085985132,0.079587904,0.08234753
0.080891805,0.076636558,0.080879369
0.083484709,0.077762632,0.080849543
0.10955304,0.10186205,0.110692501
0.102887552,0.092720579,0.092682489
0.090961843,0.083604702,0.090949565
0.111845706,0.10422077,0.113622169
0.197438298,0.16164688,0.13472749
0.112315585,0.095776588,0.086271854
0.079932761,0.074509624,0.072660198
0.048753436,0.047458339,0.048238057
0.054604793,0.05020383,0.05311846
0.08286276,0.077040314,0.076916007
0.100184869,0.098740799,0.105250495
0.181596478,0.159744271,0.137472468
0.095774601,0.089099022,0.080325292
0.263989865,0.239996331,0.214300922
0.227110074,0.198581148,0.182797003
0.315988529,0.281747659,0.246968035
0.106516935,0.10024062,0.09827479
0.152337161,0.137596607,0.12454517
0.0920114,0.089518221,0.091358524
0.132235103,0.120370219,0.108166426
0.098909924,0.088000844,0.088439038
0.179070879,0.157728074,0.131823
0.118339727,0.10928739,0.098661639
0.161857696,0.131912578,0.114335671
0.143989581,0.133815138,0.130596881
0.113481992,0.11159954,0.108115203
0.113796429,0.103836345,0.103418326
0.09791654,0.092348787,0.08779719
0.12105677,0.111526472,0.103945607
0.104673154,0.101565862,0.101245003
0.116174515,0.112061835,0.104495219
0.10487909,0.08802926,0.075149134
0.106960142,0.086681968,0.07126259
0.109085468,0.087609894,0.070502566
0.11375685,0.09298941,0.077220383
0.079626415,0.071808089,0.062552669
0.109821894,0.103427848,0.094763685
0.18331532,0.154849888,0.134075823
0.169975801,0.151328338,0.131279872
0.186487393,0.155224275,0.124208838
0.12810116,0.118886434,0.124269963
0.09327866,0.087165888,0.092419695
0.135668389,0.122911502,0.116396819
0.119386654,0.116117537,0.11645069
0.088083051,0.082648407,0.076075138
0.093145464,0.085785322,0.084788084
0.141964453,0.131751389,0.122629589
0.083735511,0.079664943,0.072452269
0.155701027,0.139176313,0.125463569
0.088753743,0.076244959,0.076198578
0.110093973,0.095617964,0.089540153
0.116868364,0.100478203,0.095169637
0.070977751,0.064893417,0.066959624
0.07159405,0.07026305,0.077144739
0.05550505,0.046891758,0.044172395
0.083962497,0.070271792,0.062193941
0.105287145,0.092813485,0.082837828
0.162611857,0.143093203,0.120777177
0.131871243,0.107482624,0.094846467
0.127838308,0.111658671,0.100237963
0.079880641,0.066092867,0.062447023
0.06157842,0.056123581,0.058626256
0.177265718,0.153363443,0.119525961
0.099066206,0.087476542,0.085817173
0.130993116,0.123706874,0.120546501
0.067705565,0.060124336,0.060000081
0.105703142,0.100366272,0.10605114
0.117975668,0.111932262,0.112598556
0.154088051,0.125161019,0.111741978
0.115512013,0.108231912,0.105761602
0.043500415,0.041612223,0.048093928
0.085811873,0.077267274,0.074418379
0.140694238,0.121819848,0.116681239
0.166185649,0.14410838,0.138130343
0.122446784,0.10982109,0.117620006
0.160564538,0.154562427,0.161080347
0.186243679,0.178327414,0.150439901
0.245083715,0.238146882,0.19201343
0.237701054,0.2181591,0.181681172
0.199292355,0.170021839,0.134995502
0.206507971,0.171654308,0.141301928
0.148520696,0.135280481,0.126408877
0.167573969,0.153033873,0.138773709
0.142292481,0.123002093,0.100824034
0.327853459,0.281072933,0.206730017
0.075103975,0.067151631,0.065031319
0.081442366,0.078358688,0.076102624
0.08259553,0.077776,0.073977228
0.162916586,0.12948659,0.104716607
0.134215758,0.102107243,0.075735815
0.205542424,0.189426883,0.175718492
0.122066908,0.112758918,0.113434116
0.179537321,0.151637134,0.131575566
0.175563398,0.140568616,0.114871636
0.243384095,0.215030852,0.187510817
0.082930578,0.081948112,0.092613295
0.153272157,0.150371565,0.152438382
0.159923897,0.140210271,0.136345542
0.105267566,0.094696588,0.084756997
0.1746781,0.164822705,0.149037479
0.098481263,0.088180515,0.090598241
0.092067671,0.079976813,0.080471671
0.236226429,0.191442276,0.156279354
0.182404373,0.157533969,0.138717801
0.090170487,0.081434885,0.085184209
0.041049337,0.036483931,0.038377745
0.037194535,0.033933463,0.034588798
0.020758365,0.020168708,0.024106889
0.031415666,0.029307539,0.033270642
0.036806535,0.033150716,0.034245952
0.065160011,0.058882185,0.067008374
0.04689987,0.043154671,0.040301829
0.089855987,0.081345297,0.079213887
0.096997827,0.086885076,0.090175696
0.069367438,0.061044129,0.061655659
0.06006134,0.057028148,0.054568807
0.053628644,0.051910609,0.051292909
0.157844644,0.128581995,0.107178351
0.095195307,0.084023198,0.093942483
0.046184217,0.040415031,0.036218268
0.034474549,0.031419739,0.035121704
0.057423562,0.052722701,0.050733687
0.040693314,0.038199572,0.038916173
0.038320907,0.035232707,0.038003687
0.141885468,0.127730672,0.131013688
0.155725465,0.142013818,0.128790773
0.136555644,0.127851824,0.114115056
0.116718827,0.107083277,0.105613461
0.046333629,0.041322945,0.041842222
0.055020173,0.04992328,0.047279631
0.055489462,0.050809297,0.04826714
0.091823174,0.084648577,0.087244858
0.109435032,0.101654763,0.096927493
0.113926478,0.102473771,0.097162786
0.106998693,0.097913524,0.109639119
0.062854856,0.056932254,0.066244459
0.076514678,0.071678146,0.07805798
0.075282011,0.072267596,0.079138728
0.124025909,0.112739499,0.109813007
0.122071561,0.115323606,0.112137515
0.070202749,0.064277092,0.059916428
0.119125433,0.100832094,0.08674619
0.134619355,0.106836292,0.085654008
0.02575332,0.024467848,0.024710968
0.031393571,0.02983212,0.030132879
0.104882493,0.095032175,0.091790003
0.085759645,0.078682686,0.075999744
0.083147906,0.071776146,0.067792098
0.125215258,0.123192309,0.127056777
0.110056318,0.102358842,0.097797781
0.105989279,0.100143083,0.094634221
0.112494261,0.10609822,0.100080117
0.081425319,0.070935607,0.068931368
0.117534319,0.103940783,0.100899081
0.117189331,0.111891547,0.113381241
0.159576324,0.146246049,0.134934708
0.102383888,0.095691702,0.093818415
0.091286029,0.078712807,0.071633543
0.042402415,0.038441658,0.038871241
0.029381359,0.027977876,0.030922826
0.064483563,0.059304229,0.069934734
0.073876154,0.066986923,0.080839982
0.109253474,0.098390886,0.093346606
0.130396103,0.119578287,0.108119122
0.074897115,0.068580632,0.066302797
0.036370767,0.033209607,0.033817513
0.050069497,0.043206937,0.043078011
0.035528097,0.03141442,0.031413617
0.049171271,0.044337465,0.040038704
0.075348961,0.063489463,0.055861135
0.038604075,0.034985569,0.035732723
0.034799896,0.032695287,0.035272739
0.072253662,0.064008829,0.060118852
0.049445839,0.046090955,0.047923229
0.041078556,0.037412391,0.037107901
0.03817382,0.034298292,0.036986605
0.051920961,0.050099188,0.050303822
0.039296808,0.038291633,0.03909938
0.094103813,0.080033113,0.06713739
0.033978497,0.029773181,0.029652959
0.037254035,0.033986895,0.034045488
0.078334431,0.067767416,0.06550678
0.091096734,0.082559984,0.078563872
0.131690274,0.115310817,0.108821821
0.114221079,0.098089943,0.088828343
0.153737924,0.129658154,0.120581196
0.171210576,0.161803636,0.155446957
0.09985878,0.095258883,0.094649936
0.151677431,0.147533992,0.14845639
0.126111818,0.105129107,0.097939184
0.103856398,0.082192587,0.077407064
0.067936339,0.064305582,0.068431402
0.11594666,0.111167982,0.111381319
0.149539848,0.126858444,0.101823749
0.124785026,0.110244949,0.098373208
0.168049341,0.152338182,0.141333571
0.143054164,0.129039708,0.114275275
0.062502324,0.055524703,0.053232611
0.090488683,0.080923071,0.071675195
0.170556892,0.154668035,0.14163288
0.239770492,0.206227029,0.178340717
0.156606097,0.145890522,0.136135808
0.076838609,0.068818532,0.060450873
0.069949719,0.064535267,0.057812411
0.07001466,0.06388011,0.058946626
0.065830979,0.059276514,0.0548539
0.049166917,0.043939344,0.042358082
0.056837399,0.051574424,0.047861857
0.093005684,0.086735629,0.083475056
0.107588445,0.092172632,0.085211958
0.175788038,0.137956021,0.110119138
0.147881129,0.123236512,0.121582117
0.072531986,0.06753362,0.063966306
0.109210567,0.103001823,0.102188983
0.138729403,0.120484675,0.110142611
0.0789482,0.071059031,0.066163166
0.117623562,0.106909874,0.096155624
0.105015912,0.090862764,0.079174158
0.043351921,0.040038689,0.042469211
0.084555004,0.075419289,0.078423519
0.08782255,0.081256966,0.087042724
0.094286735,0.086814249,0.090181668
0.08864527,0.082912984,0.089805078
0.121548786,0.109613331,0.102937692
0.09464434,0.087225196,0.088438871
0.09579281,0.09295682,0.093731432
0.087205973,0.083582575,0.090693542
0.10466701,0.102009696,0.10330084
0.093153874,0.087412541,0.083885092
0.060290515,0.054807506,0.053169288
0.073768833,0.065077668,0.060621346
0.109537691,0.097922019,0.091276928
0.071943327,0.065556259,0.068565924
0.124208681,0.112138431,0.1111692
0.180850181,0.156000834,0.134867864
0.109556064,0.099396062,0.096157396
0.095460231,0.089575235,0.092717872
0.229355397,0.194055957,0.154830884
0.105185609,0.097791147,0.095505782
0.140640166,0.13355056,0.119119911
0.092814873,0.088141215,0.08862014
0.081800574,0.080225747,0.082756851
0.128289094,0.118990842,0.115837912
0.123278143,0.112717466,0.112154111
0.133172341,0.126684844,0.122226843
0.144633277,0.129061701,0.126005329
0.180352523,0.160320654,0.13618773
0.103453521,0.10166222,0.110138842
0.088187998,0.084231084,0.087528374
0.146335512,0.129976454,0.122852078
0.094962882,0.08660175,0.085583462
0.094106668,0.09001933,0.08932507
0.136028514,0.126162789,0.116867791
0.162322112,0.149347355,0.137301773
0.081084437,0.071610194,0.069956346
0.112655307,0.103037446,0.103345869
0.13848536,0.120077992,0.104480541
0.096763423,0.088586112,0.100154701
0.069534345,0.062274898,0.062742139
0.095409543,0.085912032,0.083083326
0.081737751,0.07487411,0.081399469
0.166246576,0.143530357,0.13953111
0.13041028,0.115933559,0.100337933
0.109842602,0.094556044,0.087895317
0.16202904,0.145537587,0.143576773
0.31021357,0.279195456,0.241055661
0.273468153,0.225192081,0.19403714
0.21999563,0.198422311,0.180695899
0.048913143,0.044925447,0.048348957
0.033301166,0.030869481,0.032882992
0.048576806,0.044630573,0.04824465
0.05873732,0.051684959,0.04816037
0.062830926,0.057662773,0.062957282
0.07520556,0.060230188,0.062284612
0.078301549,0.069378055,0.068669667
0.077715207,0.069866076,0.069450123
0.03403972,0.032013694,0.032988135
0.046289157,0.042416992,0.040476817
0.06602829,0.061123937,0.06918115
0.045508476,0.043918161,0.052090207
0.043023049,0.041423869,0.046322409
0.04203524,0.038365356,0.040237889
0.042486949,0.040337499,0.043462018
0.028495419,0.02660888,0.029426016
0.03011224,0.029347624,0.032927746
0.088272899,0.073293488,0.061375735
0.044760825,0.042567201,0.047062328
0.049652996,0.046867305,0.045976221
0.033990739,0.031198925,0.03517608
0.148909075,0.137330199,0.122986849
0.073402705,0.071069009,0.070995826
0.05131588,0.04657208,0.046116181
0.120736132,0.105729038,0.10013544
0.083156742,0.072133347,0.065837528
0.110536406,0.097654047,0.092491286
0.09500515,0.081303668,0.075347764
0.069680617,0.066335838,0.070456245
0.061960832,0.055836557,0.056116334
0.110948972,0.103538525,0.103091362
0.114554326,0.108802507,0.107906086
0.179919746,0.161735203,0.136632403
0.149350022,0.1353502,0.131749437
0.108407108,0.096213094,0.088119917
0.16113347,0.138222768,0.13079338
0.18419117,0.165189824,0.142842857
0.256353186,0.219784548,0.181771877
0.166383363,0.145717387,0.128201909
0.216185513,0.199673367,0.193031755
0.236740288,0.209348149,0.179418226
0.248944868,0.22689657,0.204833938
0.269138528,0.225749242,0.1883542
0.267933581,0.234043371,0.214408303
0.203377111,0.180095759,0.171257076
0.200677792,0.181814255,0.169851848
0.234530478,0.207133679,0.187402783
0.244797539,0.220933165,0.184708914
0.196356233,0.182585178,0.173472007
0.25624981,0.22686398,0.201734353
0.262658693,0.238724826,0.21259955
0.233783973,0.208899131,0.18907901
0.156893879,0.143858663,0.136196495
0.189287528,0.170531169,0.166332883
0.218369769,0.197675577,0.186374834
0.223025158,0.19910146,0.17847709
0.149888759,0.141937524,0.142491838
0.220046167,0.206830078,0.195353916
0.181539184,0.168536896,0.164188047
0.139871373,0.124844735,0.129423811
0.225736059,0.21502867,0.196038271
0.104216924,0.094523054,0.092844482
0.080927898,0.071561919,0.067486768
0.066316568,0.057133,0.054543242
0.095352818,0.080667148,0.080917666
0.070697875,0.062928706,0.062163477
0.130817862,0.114399954,0.094384221
0.110051018,0.098838064,0.085935811
0.089644663,0.081860606,0.080942443
0.11765406,0.103459429,0.095330457
0.325805008,0.283645347,0.233547268
0.132695152,0.11666111,0.112981409
0.200379205,0.170377586,0.144241678
0.101321616,0.086164405,0.077711272
0.184752899,0.147981831,0.132064746
0.195966179,0.164713391,0.149406955
0.173379489,0.148498111,0.135217131
0.149427034,0.126051921,0.110966443
0.161668746,0.138698606,0.117356171
0.061363454,0.058620406,0.059544989
0.106396626,0.088596804,0.0793576
0.228008671,0.193384433,0.172156126
0.185657251,0.165447584,0.150465493
0.207216505,0.182902246,0.16485107
0.234698638,0.200943042,0.162159128
0.089037647,0.083399449,0.096444187
0.108699994,0.106630958,0.113565715
0.079687521,0.076002309,0.091982964
0.126949659,0.114480137,0.100822093
0.123761431,0.127698359,0.141408709
0.106702772,0.103798073,0.11948966
0.316553077,0.282805711,0.217923512
0.13231572,0.117127301,0.108277582
0.183731438,0.169653598,0.168682502
0.121449433,0.115273569,0.106739617
0.106458001,0.097860234,0.104456334
0.152906174,0.14344608,0.139657019
0.18476668,0.173598882,0.158944038
0.162798421,0.146185695,0.132184703
0.126602581,0.120540543,0.128331969
0.142755124,0.134943623,0.135161645
0.206184014,0.17999336,0.160389798
0.197109285,0.176957061,0.152559815
0.164599442,0.150531953,0.137517986
0.140699687,0.128265105,0.110834578
0.132050062,0.120409032,0.10876751
0.154644683,0.141003692,0.131837441
0.11296525,0.098200316,0.088466813
0.136028757,0.124779713,0.120723973
0.099987655,0.086556749,0.077080547
0.104048746,0.097165852,0.093925385
0.222594379,0.198345593,0.163354285
0.328493473,0.287706163,0.202667539
0.24995078,0.218441255,0.17078375
0.328242244,0.270115348,0.176994901
0.184561133,0.168342873,0.13964937
0.294478359,0.260062315,0.181982602
0.234960415,0.197623482,0.146760779
0.108921958,0.099287905,0.09204072
0.057428729,0.053296328,0.053894112
0.060050867,0.055203006,0.056059666
0.060120137,0.053436668,0.054512017
0.159673025,0.13326195,0.125148635
0.150505742,0.138108411,0.133419254
0.120719203,0.110046996,0.099665302
0.101038915,0.089508686,0.086175418
0.051492475,0.050683541,0.053249458
0.053827633,0.046756304,0.04805413
0.149635544,0.125786348,0.115091502
0.140225932,0.122646031,0.115209322
0.181012894,0.143561639,0.122511007
0.170774959,0.145106949,0.129247237
0.116583028,0.108195348,0.115374119
0.150103729,0.134226277,0.130146196
0.180799031,0.161158127,0.143306594
0.164359848,0.148471286,0.140855016
0.067540822,0.061642736,0.063045728
0.064486778,0.060264301,0.064021754
0.097630489,0.091743963,0.095520404
0.108388631,0.104499052,0.106207058
0.07452709,0.069139761,0.071566633
0.07690343,0.072374013,0.077688419
0.120914481,0.111370111,0.11592965
0.096730977,0.087934442,0.089386928
0.183843274,0.171244495,0.156896193
0.109625641,0.10502701,0.112683893
0.12976402,0.115927784,0.102634553
0.200908148,0.174289577,0.154115092
0.125289268,0.115005582,0.110623542
0.146240327,0.132581761,0.122383051
0.158582878,0.139908346,0.133892951
0.096038748,0.088668523,0.088630171
0.098905718,0.088232054,0.083845409
0.12722255,0.120739726,0.131227258
0.132000922,0.126387011,0.136252614
0.102336832,0.093991392,0.101153484
0.12954589,0.118883832,0.114634547
0.108892958,0.099202536,0.101198913
0.112798277,0.103361011,0.102677665
0.057025876,0.052766809,0.056289714
0.056581493,0.053343317,0.059784476
0.048971214,0.045944158,0.051541684
0.078509574,0.074471872,0.071888415
0.076509555,0.071282266,0.071763681
0.103420638,0.098223088,0.092388081
0.126037359,0.124668343,0.129748291
0.068475444,0.065610821,0.074055214
