bilinear-0.6,bilinear-2.0
0.21323569,0.251436623
0.112969572,0.135764376
0.081321448,0.139632117
0.116334004,0.159563091
0.092746251,0.124322218
0.10188067,0.146378513
0.116946114,0.155480558
0.132277944,0.180612849
0.205243919,0.24518962
0.072774737,0.109503747
0.10950476,0.149918367
0.078734466,0.113068998
0.069338162,0.116434833
0.118714977,0.152879809
0.178051976,0.174659841
0.186000089,0.197969963
0.085693973,0.126127805
0.073776365,0.113821584
0.087837881,0.133023167
0.123116596,0.160513908
0.07113046,0.124477742
0.074088506,0.127406857
0.112232304,0.150296404
0.19932391,0.217417149
0.063844879,0.112974884
0.060943998,0.111629735
0.069693674,0.120726392
0.079529358,0.132487906
0.119638594,0.158241542
0.051089765,0.096098058
0.175465161,0.164315358
0.121204766,0.165660715
0.05370316,0.099860994
0.056411773,0.099560523
0.052613228,0.098997393
0.052720714,0.103701725
0.055394278,0.107496306
0.055745771,0.100341973
0.15440843,0.223577031
0.09565921,0.142970387
0.070855505,0.123667149
0.067611857,0.110812755
0.09548535,0.136587572
0.085164327,0.131146266
0.111002334,0.149479513
0.157079168,0.153820816
0.170789007,0.176829218
0.163862414,0.170869252
0.069399109,0.120890993
0.085490657,0.149516225
0.106685166,0.14118893
0.179513987,0.191954889
0.112577241,0.158583059
0.123561531,0.15149381
0.11675009,0.130437073
0.141247021,0.170865984
0.159175153,0.185214282
0.137558907,0.166947428
0.121664267,0.171921974
0.076817779,0.112772788
0.077977345,0.117080304
0.102596603,0.137440448
0.164437749,0.135389915
0.149872124,0.15817177
0.158760074,0.175971577
0.158715705,0.226334708
0.169814805,0.219987951
0.119666081,0.185192068
0.078825096,0.134472495
0.087842731,0.155925074
0.074369655,0.126552594
0.073012443,0.124666623
0.083054651,0.122649426
0.080068323,0.128636202
0.095316278,0.130944409
0.078685682,0.125617435
0.118428959,0.154366924
0.120176713,0.159043674
0.07758053,0.114879722
0.086299751,0.124115819
0.124804391,0.168081641
0.100814686,0.159573731
0.093670876,0.120099674
0.12813318,0.151057635
0.092335548,0.140077542
0.109166455,0.166136984
0.119979699,0.175950887
0.112629388,0.171862064
0.129121098,0.170192348
0.098461764,0.150283809
0.090357601,0.121884421
0.132671575,0.179985191
0.128581737,0.174103096
0.163077852,0.191309015
0.169458976,0.17531017
0.117494184,0.168637271
0.100322612,0.127653057
0.089541044,0.118703718
0.139786925,0.135105994
0.068460227,0.093400547
0.065958235,0.080587689
0.084979619,0.101404342
0.089416984,0.120103238
0.09868477,0.131356674
0.130333419,0.196800138
0.185478164,0.192874462
0.11390268,0.143182393
0.099084611,0.11923095
0.095680583,0.112865121
0.125630893,0.160327833
0.074061059,0.109561457
0.093512555,0.195619864
0.167100201,0.149634233
0.071403382,0.105834618
0.087127857,0.114597767
0.171620177,0.199153805
0.072159984,0.099985975
0.120930498,0.153127528
0.102108011,0.142725486
0.101270285,0.128005831
0.110415852,0.170422207
0.095777426,0.141904363
0.145718126,0.167288898
0.144826682,0.164411901
0.160562642,0.243544622
0.158088827,0.239866464
0.174076057,0.26030278
0.163279735,0.245394593
0.151884263,0.208641535
0.070617645,0.083951359
0.131480462,0.162676523
0.135501287,0.152168623
0.083219395,0.124514383
0.065547198,0.083990682
0.173429742,0.198711932
0.179320359,0.212482903
0.153405599,0.17129094
0.190504831,0.22049409
0.19645753,0.194977386
0.155708433,0.201086096
0.171921181,0.215952033
0.158992303,0.169775503
0.179070015,0.200755621
0.078487413,0.134756081
0.07803241,0.132577064
0.079334421,0.132575151
0.081090073,0.127511937
0.160132794,0.17347184
0.146912184,0.146109843
0.126362664,0.146331816
0.141848282,0.146630483
0.16021366,0.173057943
0.147505433,0.180421877
0.12669649,0.140244251
0.126065736,0.147968787
0.117295684,0.142064586
0.114433273,0.139610573
0.12284083,0.15201772
0.12287889,0.158499172
0.125127683,0.159414003
0.101068899,0.13442993
0.107589928,0.137206604
0.145972055,0.132563079
0.145524189,0.173682212
0.157130719,0.168751731
0.167420406,0.159693553
0.121555949,0.133840508
0.113828158,0.140308658
0.132166624,0.140891289
0.137217516,0.142549511
0.13123034,0.159416506
0.148437527,0.139330857
0.143416328,0.166447283
0.037797039,0.055009223
0.037581635,0.068404753
0.031391454,0.051835819
0.037710522,0.062365699
0.076690786,0.108718124
0.054262659,0.083805414
0.027965366,0.047140109
0.028896698,0.038646016
0.034263298,0.055019432
0.038406244,0.053567968
0.045570845,0.063745038
0.081646993,0.090382951
0.061002911,0.068275806
0.052103355,0.06549195
0.053019289,0.081125407
0.142158462,0.19682545
0.125605881,0.157850952
0.166979095,0.185026798
0.144772716,0.124209603
0.175002897,0.170017399
0.169224912,0.18545576
0.107675655,0.142465555
0.111258737,0.160609546
0.09469871,0.103030226
0.159858689,0.201105342
0.156807646,0.175905456
0.143359888,0.172206732
0.132853827,0.166919519
0.139271228,0.183565436
0.137802512,0.152295383
0.109136381,0.148863916
0.116772547,0.158016716
0.084497235,0.122718367
0.034318986,0.046308877
0.042540271,0.061419356
0.086072383,0.11415208
0.069836546,0.097693286
0.08157327,0.113536129
0.047040923,0.082774855
0.053017596,0.086140715
0.053239447,0.096319834
0.065725135,0.106563816
0.05918654,0.098956049
0.06398451,0.119909202
0.070651429,0.126320902
0.071432275,0.115086058
0.093979645,0.128011285
0.082096285,0.119344438
0.060205325,0.102060282
0.081392523,0.106095669
0.116527368,0.148930356
0.132641606,0.151418764
0.161744124,0.191909896
0.094624774,0.109681607
0.084717995,0.135116346
0.076385753,0.104158954
0.112930401,0.181385696
0.096486718,0.137922439
0.08107953,0.124084155
0.143522828,0.201954599
0.129105559,0.180364727
0.11101133,0.176805574
0.135658265,0.190213949
0.150839183,0.218081026
0.0951699,0.139463497
0.092643302,0.106497151
0.091087569,0.152287886
0.110711978,0.17252354
0.092050092,0.121242897
0.144287981,0.197693309
0.143454811,0.209467166
0.129450493,0.177776338
0.098443788,0.159586907
0.085795358,0.124338931
0.071252517,0.105323884
0.108751327,0.136560221
0.153337207,0.185975063
0.134887732,0.177906829
0.102828873,0.15531811
0.10876628,0.121580943
0.116531606,0.185795311
0.091981496,0.135483781
0.111771943,0.15512193
0.111915738,0.156120277
0.101640869,0.1573582
0.112564127,0.155521653
0.097603888,0.144475755
0.136236482,0.18211473
0.084424063,0.145598703
0.121756859,0.187888162
0.077364093,0.134460772
0.141065879,0.167254824
0.076408478,0.122245842
0.098544065,0.152755936
0.118779695,0.164721472
0.146058962,0.214472936
0.160602495,0.168346775
0.148625661,0.216997699
0.133696174,0.154565239
0.130379739,0.145045396
0.10050838,0.134834443
0.111568973,0.152722395
0.117994065,0.133577227
0.073833121,0.113825367
0.136128961,0.141046501
0.113676696,0.152277781
0.069595065,0.09122425
0.07189753,0.130267634
0.09622127,0.117766617
0.100898743,0.124976336
0.153339157,0.228410805
0.141468705,0.258844858
0.097757675,0.155082628
0.116397932,0.158755344
0.126107725,0.140901151
0.154105026,0.182505893
0.158206684,0.21258291
0.136589266,0.16650035
0.082836817,0.12936912
0.074575809,0.103292709
0.093237486,0.139610007
0.063447827,0.079407804
0.12813271,0.214929127
0.136170076,0.196103856
0.119309636,0.217168842
0.134782122,0.23322823
0.107174834,0.149883727
0.099821725,0.137113013
0.181127199,0.205881796
0.116739079,0.16063339
0.143496954,0.207721601
0.096954162,0.137022583
0.155026456,0.172388199
0.18563503,0.189697469
0.114870645,0.165786198
0.086203492,0.125765338
0.148910617,0.172905285
0.132032387,0.199007129
0.074266142,0.102206327
0.064467238,0.096119345
0.17303219,0.23791372
0.132596088,0.15008964
0.066240985,0.094719713
0.179778101,0.17833719
0.122424629,0.15051597
0.083323728,0.118566553
0.089717908,0.12681301
0.067186521,0.128276964
0.070044542,0.11727963
0.071540784,0.115823935
0.189353474,0.228772947
0.211194313,0.225584906
0.134542755,0.171477055
0.114107498,0.222241116
0.166481579,0.236021961
0.187171882,0.252546405
0.158813953,0.195892954
0.136629325,0.157767831
0.138979308,0.188407179
0.126356236,0.15145902
0.192800349,0.194197374
0.166534665,0.193576414
0.137719916,0.221853101
0.136210423,0.20463102
0.09733543,0.164564949
0.201608561,0.265127576
0.119776715,0.182122659
0.119376424,0.131158309
0.118748253,0.120387222
0.14285662,0.13786798
0.174667453,0.149175267
0.192663387,0.180817188
0.135475253,0.111922024
0.16705708,0.195751009
0.152008831,0.186796646
0.136832926,0.1527533
0.126958702,0.159532128
0.11787562,0.159837109
0.109379073,0.134536517
0.097795722,0.147638982
0.045456701,0.0830535
0.058135873,0.099613362
0.085499792,0.128665189
0.10570233,0.142183697
0.099462411,0.143150407
0.102676306,0.125098336
0.042770482,0.054007717
0.033507659,0.044658976
0.014326811,0.036027729
0.047305039,0.055924761
0.07473131,0.097174171
0.055695897,0.064167476
0.065057145,0.089994145
0.102028735,0.129955765
0.106998763,0.125214664
0.085535108,0.133640963
0.126785653,0.131234628
0.022489781,0.039265085
0.025807432,0.037329624
0.018778332,0.036787483
0.050151947,0.071723527
0.05436289,0.151466852
0.027379495,0.076880658
0.032359925,0.106291787
0.029614584,0.078383281
0.043324489,0.065344136
0.083378226,0.101553718
0.010961038,0.023961599
0.012076862,0.022836675
0.013648739,0.031700067
0.132872246,0.171146209
0.118045326,0.176590763
0.108525925,0.124893075
0.114749941,0.178643482
0.11197062,0.164107189
0.11434795,0.135340792
0.184847672,0.216969485
0.267891755,0.184931691
0.273082716,0.203375153
0.07056338,0.107983663
0.077156275,0.088654855
0.01213657,0.032386799
0.02676657,0.052806809
0.051120054,0.075215154
0.076969101,0.091038375
0.104918856,0.117749639
0.046914359,0.070127387
0.060934856,0.088930213
0.135419239,0.166393903
0.101808639,0.142909037
0.133004967,0.146363087
0.084189155,0.119875224
0.082679145,0.10616539
0.096160102,0.133647054
0.114985649,0.163898202
0.173408989,0.19509415
0.100653491,0.160249761
0.091292079,0.131657722
0.10393431,0.129703475
0.112026942,0.146566292
0.094770098,0.141587948
0.113657814,0.129304341
0.108465201,0.147502566
0.102316644,0.125466692
0.105540266,0.130311424
0.156231792,0.192995241
0.132133349,0.158400817
0.089827984,0.132455094
0.108314083,0.151360733
0.093908443,0.128027374
0.119843523,0.173148995
0.122294528,0.144307357
0.125549824,0.126950506
0.137675613,0.157760735
0.105627626,0.121649923
0.113126175,0.125811297
0.131590084,0.156470782
0.164624971,0.194104187
0.158777958,0.165745527
0.166474827,0.199342278
0.145497877,0.159899404
0.151753281,0.174849565
0.105252577,0.131151033
0.09794364,0.163469818
0.110721407,0.149000862
0.115448153,0.166028759
0.074913849,0.133897803
0.138025922,0.145914193
0.078774003,0.114203334
0.13575645,0.169881481
0.094342679,0.139858351
0.099865817,0.13435548
0.101350886,0.139299233
0.11025583,0.18223203
0.103197704,0.157561111
0.127719011,0.167801793
0.116411149,0.167381158
0.130313164,0.158741346
0.143271166,0.170277941
0.134280528,0.193511978
0.132104484,0.145511094
0.093430514,0.121438535
0.173350268,0.221176805
0.10935565,0.131675771
0.122581585,0.177765919
0.108881725,0.163539934
0.100030652,0.147328958
0.12074356,0.124061786
0.133052728,0.169687515
0.232756166,0.236255925
0.088405485,0.10814035
0.176193894,0.27750447
0.206557819,0.221319735
0.091880486,0.136864564
0.096348775,0.145891744
0.159671266,0.195960189
0.168967217,0.213115875
0.157139194,0.194831456
0.125297172,0.133918086
0.151397595,0.23623115
0.155399686,0.18530131
0.110841134,0.122088079
0.127429685,0.20147503
0.133168847,0.180667397
0.104786506,0.139790773
0.102679736,0.133605744
0.063007938,0.074915444
0.119717774,0.11458673
0.215106182,0.202441008
0.306511284,0.256796327
0.168342034,0.180008253
0.243440775,0.2700675
0.197753579,0.251019031
0.272633377,0.312914824
0.198968698,0.214964032
0.221267661,0.270863033
0.106703903,0.140244419
0.160537061,0.188694916
0.251707603,0.228900182
0.243701607,0.208503384
0.210019856,0.197950223
0.157862181,0.198189136
0.166083954,0.249985555
0.194858749,0.271705252
0.142269157,0.211977648
0.221928307,0.224993713
0.147795593,0.212988464
0.154446773,0.139334577
0.107935172,0.12314895
0.083400465,0.135213535
0.099913537,0.138674833
0.074018244,0.114933305
0.044108025,0.084194914
0.075750055,0.094256982
0.09105805,0.101161952
0.072795841,0.099829931
0.120331735,0.137290532
0.068042159,0.092189556
0.052113738,0.072680443
0.071148575,0.109151396
0.048380238,0.076913908
0.080312729,0.116720971
0.085196826,0.120343043
0.058982556,0.0966737
0.124221782,0.106039446
0.058176047,0.088506216
0.079382575,0.095589934
0.104368223,0.092678121
0.037325391,0.065688753
0.073148977,0.114971139
0.090214109,0.117051645
0.105176247,0.115577631
0.103314539,0.110290382
0.161171737,0.128624679
0.166744527,0.129901938
0.136244976,0.108705106
0.199680956,0.145914943
0.111448661,0.134372395
0.08380413,0.123501878
0.172131977,0.169074399
0.142121926,0.156927148
0.090829328,0.095525346
0.10567463,0.081862747
0.116777294,0.105585834
0.072321757,0.116977742
0.125523131,0.132214452
0.140971662,0.178110891
0.107115417,0.161145837
0.132748639,0.110808051
0.117239323,0.123412578
0.161221182,0.087694311
0.091752023,0.13482413
0.098958819,0.084749057
0.211445953,0.134855654
0.069711806,0.131341364
0.106838728,0.107038702
0.127937746,0.135374718
0.065279891,0.109928195
0.110643981,0.12495825
0.124000514,0.206851921
0.129930067,0.094739664
0.065605558,0.111285183
0.133390144,0.106130232
0.121674063,0.130615618
0.114597137,0.131303767
0.097680169,0.10764747
0.104946905,0.134794607
0.142619956,0.174428544
0.194388594,0.209017681
0.131840075,0.172106822
0.125306056,0.152888346
0.100045605,0.135778756
0.114798581,0.150565744
0.208160335,0.222249205
0.066931296,0.12133697
0.131984427,0.153944011
0.157630405,0.204740594
0.149984799,0.187550549
0.227142339,0.242376181
0.193330924,0.209360341
0.203908043,0.174761719
0.127832201,0.148161763
0.099357106,0.120802342
0.215508076,0.216093361
0.13584785,0.169042382
0.13793881,0.200631314
0.203016254,0.212493567
0.211532039,0.196663016
0.222477037,0.222008216
0.152981388,0.241184108
0.101712203,0.125151593
0.101963853,0.130294604
0.118364338,0.152636504
0.100386559,0.156321839
0.111300934,0.148091293
0.11755186,0.150511461
0.217962242,0.198067222
0.134924584,0.148443787
0.090439039,0.119375773
0.080651482,0.117697797
0.080302617,0.114576381
0.108803006,0.162604602
0.079254616,0.102516501
0.082337751,0.131026361
0.147683632,0.162867468
0.108066086,0.141022809
0.080809168,0.127520126
0.117520306,0.156002123
0.069347287,0.117725039
0.094137066,0.125902874
0.171995892,0.195211735
0.144111962,0.148079266
0.04807583,0.08589887
0.093008932,0.129151468
0.065494679,0.117382028
0.062766886,0.094333363
0.120688605,0.192159746
0.156883084,0.208334086
0.095847793,0.138058314
0.151783063,0.156384234
0.138643144,0.192388216
0.064986383,0.100698412
0.058867893,0.101337225
0.105373073,0.137224605
0.104276355,0.112723071
0.126391257,0.160869448
0.117737645,0.140087932
0.116682671,0.131217531
0.133500169,0.154799553
0.197087564,0.196226403
0.144248768,0.149047515
0.119641721,0.142076834
0.075730371,0.096718812
0.151229438,0.163098463
0.240024689,0.305575419
0.161297721,0.198961846
0.116380509,0.160987225
0.07646329,0.097371078
0.17511178,0.145002053
0.086235116,0.112725637
0.108885331,0.155506294
0.138588044,0.172050256
0.100376415,0.149048845
0.088064581,0.131605755
0.125026151,0.17639488
0.121080695,0.174325211
0.185354385,0.156176192
0.14403528,0.179065279
0.134556181,0.164233381
0.130804079,0.176089172
0.115951225,0.164496065
0.138327389,0.186393605
0.071640143,0.11050979
0.05401919,0.088468383
0.054715877,0.090762802
0.058140598,0.090473509
0.092531117,0.116894453
0.158158276,0.153070817
0.129351219,0.142933907
0.13654671,0.162014226
0.100066566,0.095326575
0.188184348,0.17124272
0.146183429,0.200909997
0.138756773,0.192679792
0.070535184,0.093202682
0.075263583,0.09478545
0.063142041,0.100277189
0.070676457,0.089033722
0.141918465,0.154081031
0.09357717,0.13452538
0.062476748,0.086562252
0.075131334,0.103130399
0.079173262,0.093235482
0.080408923,0.097690163
0.045833901,0.089032229
0.056077632,0.068929442
0.108925598,0.116461182
